"Gene Name"	"Accession-1"	"Left-End-Position"	"Right-End-Position"	"Product"	"Ensembl"	"GeneCards"
G-55021				MONOMER-20128		
G-12043				MONOMER-15674		
G-18063				MONOMER-18598		
G-12458				MONOMER-16158		
G-9044				MONOMER-11625		
G-306				MONOMER-12240 // SOXDDENIT-MONOMER		
AT1G60600				AT1G60600-MONOMER		
AT4G23660				AT4G23660-MONOMER		
G-9659				MONOMER-12584		
G-10571				MONOMER-13857		
G-14505	"Zg2600"			MONOMER-16647		
G-43723				MONOMER-18984		
G-14985				MONOMER-17193		
G-10116				MONOMER-13282		
G18NG-11090	"cg1701"	1589037	1592627	G18NG-11090-MONOMER		
G-44104				MONOMER-19397		
G-11030				MONOMER-14454		
G-11509				MONOMER-15073		
G-15408				MONOMER-17715		
G-44515				MONOMER-19810		
G-17648				MONOMER-18141		
G-55005	"MA_3628"			MONOMER-20116		
G-12022	"sll1226"			MONOMER-15653		
G-18047				MONOMER-20232 // MONOMER-18582 // MONOMER-18580		
G-12433				MONOMER-16129		
G-9026				MONOMER-11590		
G-2982				MONOMER-3922		
AT1G50960				AT1G50960-MONOMER		
AT4G16566				AT4G16566-MONOMER		
G-9634				MONOMER-12547		
G-10546				MONOMER-13831		
G-14483				MONOMER-16625		
G-43705				MONOMER-18959		
G-14966				MONOMER-17174		
G-10097				MONOMER-13263		
G185E-8101	"Rv3805c"			G185E-8101-MONOMER		
G-44086				MONOMER-19375		
G-11012				MONOMER-14435		
G-11493				MONOMER-15053		
G-15382				MONOMER-17682		
G-44490	"SLG_09480"			MONOMER-19786		
G-17633	"STM14_4548"			MONOMER-18126		
HS08412				HS08412-MONOMER		
G-54990				MONOMER-20102		
G-12004	"GTNG_3157"			MONOMER-15634		
G-18029				MONOMER-18556		
G-12417	"Moth_1516"			CYCLODEHYCLTH-MONOMER		
G-9004		63381	64499	MONOMER-11551		
G-292				ARGDBACSU-MONOMER		
AT1G31860				AT1G31860-MONOMER		
AT4G12110				AT4G12110-MONOMER		
G-9606				MONOMER-12511		
G-10526				MONOMER-13796		
G-143				BAIEEUBSP-MONOMER		
EG12517	"b4227"	4449962	4450918	YTFQ-MONOMER		
EG12334	"b0158"	177662	178462	EG12334-MONOMER		
G7039	"b1920"	1999585	2000385	G7039-MONOMER		
EG12012	"b2131"	2218564	2219481	YEHZ-MONOMER		
G6430	"b0830"	869411	870949	YLIB-MONOMER		
G7665	"b3200"	3343380	3343937	YHBN-MONOMER		
EG12037	"b2177"	2272364	2274178	YEJA-MONOMER		
G6803	"b1516"	1605051	1606073	YNEA-MONOMER		
EG12075	"b3476"	3613667	3615241	NIKA-MONOMER		
G7017	"b1857"	1941651	1942583	ZNUA-MONOMER		
EG11504	"b0197"	220113	220928	METQ-MONOMER		
G6800	"b1513"	1601490	1603025	YDEX-MONOMER		
G6411	"b0794"	827245	828981	YBHF-MONOMER		
G6429	"b0829"	867520	869391	YLIA-MONOMER		
EG12010	"b2129"	2216481	2217407	YEHX-MONOMER		
EG12518	"b4485"	4451058	4452560	YTFR-MONOMER		
G6752	"b1441"	1512817	1513830	YDCT-MONOMER		
EG12041	"b2180"	2276300	2277889	YEJF-MONOMER		
EG11680	"b3201"	3343944	3344669	YHBG-MONOMER		
EG11621	"b0199"	221614	222645	ABC-MONOMER		
EG12347	"b1917"	1997062	1997814	EG12347-MONOMER		
EG12712	"b2687"	2814218	2814733	EG12712-MONOMER		
EG10170	"b3806"	3991153	3993699	ADENYLATECYC-MONOMER		
G6550	"b1045"	1105820	1106353	G6550-MONOMER		
G7579	"b3032"	3176006	3176833	G7579-MONOMER		
G7602	"b3083"	3234141	3234455	G7602-MONOMER		
G7836	"b4146"	4374629	4375657	G7836-MONOMER		
EG11211	"b4155"	4382643	4383620	EG11211-MONOMER		
EG11811	"b4187"	4414275	4415900	EG11811-MONOMER		
EG10510	"b2741"	2866559	2867551	RPOS-MONOMER		
EG10634	"b0675"	699574	700326	EG10634-MONOMER		
EG10805	"b4245"	4471460	4472395	ASPCARBCAT-MONOMER		
EG10797	"b2557"	2691656	2695543	FGAMSYN-MONOMER		
EG10794	"b2312"	2428721	2430238	PRPPAMIDOTRANS-MONOMER		
EG10791	"b2476"	2596905	2597618	SAICARSYN-MONOMER		
EG11314	"b1131"	1190616	1191986	ASL-MONOMER		
EG10798	"b2499"	2621197	2622234	AIRS-MONOMER		
EG10792	"b4005"	4204642	4205931	GLYCRIBONUCSYN-MONOMER		
EG11809	"b1849"	1930881	1932059	GARTRANSFORMYL2-MONOMER		
EG10799	"b2500"	2622234	2622872	GART-MONOMER		
EG10796	"b0522"	551527	552594	PURK-MONOMER		
EG10793	"b0523"	552591	553100	PURE-MONOMER		
BSU15530		1626948	1627718	BSU15530-MONOMER		
G7185	"b2291"	2408862	2409461	G7185-MONOMER		
EG10808	"b3642"	3815127	3815768	OROPRIBTRANS-MONOMER		
BSU15540		1627718	1628653	BSU15540-MONOMER		
EG10806	"b1062"	1121561	1122607	DIHYDROOROT-MONOMER		
EG10811	"b4244"	4470986	4471447	ASPCARBREG-MONOMER		
EG10774	"b1207"	1260928	1261875	PRPPSYN-MONOMER		
EG10091	"b3744"	3927155	3928147	ASNSYNA-MONOMER		
G6455	"b0870"	908293	909294	LTAA-MONOMER		
EG10064	"b3959"	4156013	4156789	ACETYLGLUTKIN-MONOMER		
EG11223	"b3960"	4156850	4158223	ARGSUCCINLYA-MONOMER		
EG10069	"b4254"	4477307	4478311	CHAINI-MONOMER		
EG10065	"b3958"	4155001	4156005	N-ACETYLGLUTPREDUCT-MONOMER		
EG11286	"b3957"	4153696	4154847	ACETYLORNDEACET-MONOMER		
EG10134	"b0032"	29651	30799	CARBPSYN-SMALL		
EG10063	"b2818"	2949242	2950573	N-ACETYLTRANSFER-MONOMER		
EG11628	"b0860"	899844	900575	ARTJ-MONOMER		
EG11624	"b0864"	903006	903734	ARTP-MONOMER		
EG10135	"b0033"	30817	34038	CARBPSYN-LARGE		
EG10389	"b0809"	845741	846463	GLNQ-MONOMER		
EG10386	"b0811"	847258	848004	GLNH-MONOMER		
G7184	"b2290"	2407561	2408778	G7184-MONOMER		
G7242	"b2379"	2497057	2498295	G7242-MONOMER		
EG10001	"b4053"	4265782	4266861	ALARACEBIOSYN-MONOMER		
G0-9281				MONOMER0-1241		
EG10107	"b3572"	3739705	3740958	VALINE-PYRUVATE-AMINOTRANSFER-MONOMER		
G-5205				MONOMER-6726		
G-5063				MONOMER-6563		
EG10208	"b2472"	2591607	2592734	MONOMER0-1981		
G-5001				MONOMER-6501		
EG10205	"b2478"	2598882	2599760	DIHYDRODIPICSYN-MONOMER		
G-5202				MONOMER-6722		
G-4943				MONOMER-6445		
EG10066	"b3359"	3488960	3490180	ACETYLORNTRANSAM-MONOMER		
G-5282				MONOMER-6802		
G-4881				MONOMER-6381		
G-5221	"TT_C1393"			MONOMER-6741		
G-5206				MONOMER-6727		
EG10209	"b3809"	3994762	3995586	DIAMINOPIMEPIM-MONOMER		
G-5061				MONOMER-6561		
G-5203				MONOMER-6723		
G-4961				MONOMER-6461		
G185E-7022	"Rv2773c"			G185E-7022-MONOMER		
G-5087				MONOMER-6607		
G-4921				MONOMER-6421		
G-5222				MONOMER-6742		
G-5207				MONOMER-6728		
G-5065				MONOMER-6565		
EG10549	"b2838"	2977637	2978899	DIAMINOPIMDECARB-MONOMER		
G-5204				MONOMER-6724		
G-5062				MONOMER-6562		
EG10207	"b0166"	185123	185947	MONOMER0-2001		
G-4962				MONOMER-6462		
G-5101				MONOMER-6621		
G-4942				MONOMER-6444		
G-5281	"TTHA1903"			MONOMER-6801		
G-5208				MONOMER-6729		
G-5068				MONOMER-6568		
EG10944	"b2913"	3057178	3058410	PGLYCDEHYDROG-MONOMER		
EG10945	"b4388"	4624895	4625863	PSERPHOSPHA-MONOMER		
EG10946	"b0907"	957653	958741	PSERTRANSAM-MONOMER		
EG10767	"b0243"	261503	262756	GLUTSEMIALDEHYDROG-MONOMER		
EG10768	"b0242"	260388	261491	GLUTKIN-MONOMER		
EG10769	"b0386"	404835	405644	PYRROLINECARBREDUCT-MONOMER		
EG10078	"b2601"	2740080	2741150	AROF-MONOMER		
EG10075	"b2329"	2446388	2447473	AROC-MONOMER		
EG10082	"b0388"	406405	406929	AROL-MONOMER		
EG10076	"b1693"	1774686	1775444	AROD-MONOMER		
EG10073	"b0908"	958812	960095	AROA-MONOMER		
EG11234	"b1692"	1773789	1774655	EG11234-MONOMER		
EG10077	"b3281"	3430020	3430838	AROE-MONOMER		
EG10074	"b3389"	3517398	3518486	AROB-MONOMER		
EG10494	"b3671"	3851096	3852784	LARGEILVB-MONOMER		
EG10502	"b3670"	3850802	3851092	SMALLILVN-MONOMER		
EG10499	"b0078"	87357	87848	ACETOLACTSYNIII-HCHAIN-MONOMER		
EG10495	"b3774"	3957970	3959445	KETOLREDUCTOISOM-MONOMER		
EG10500	"b0077"	85630	87354	ACETOLACTSYNIII-ICHAIN-MONOMER		
EG10496	"b3771"	3953478	3955328	DIHYDROXYACIDDEHYDRAT-MONOMER		
EG10493	"b3772"	3955331	3956875	THREDEHYDSYN-MONOMER		
EG10501	"b3769"	3952201	3952464	SMALLILVM-MONOMER		
G-2663				MONOMER-3603		
G-2622				MONOMER-3562		
G-234				MONOMER-345		
EG11027	"b1263"	1319789	1321384	ANTHRANSYNCOMPII-MONOMER		
EG11024	"b1260"	1316416	1317222	TRYPSYN-APROTEIN		
G-2664				MONOMER-3604		
EG10080	"b1704"	1788435	1789481	AROH-MONOMER		
G-2641				MONOMER-3581		
G-2603				MONOMER-3543		
EG11028	"b1264"	1321384	1322946	ANTHRANSYNCOMPI-MONOMER		
EG11025	"b1261"	1317222	1318415	TRYPSYN-BPROTEIN		
G-2662				MONOMER-3602		
G-2621				MONOMER-3561		
G-233				MONOMER-344		
EG11026	"b1262"	1318427	1319788	PRAI-IGPS		
EG10999	"b0003"	2801	3733	HOMOSERKIN-MONOMER		
EG11000	"b0004"	3734	5020	THRESYN-MONOMER		
EG10187	"b3607"	3781741	3782562	SERINE-O-ACETTRAN-MONOMER		
EG10192	"b2414"	2532409	2533380	ACSERLYA-MONOMER		
EG10193	"b2421"	2538672	2539583	ACSERLYB-MONOMER		
G6359	"b0655"	686839	687747	G6359-MONOMER		
EG10372	"b1761"	1842371	1843714	GDHA-MONOMER		
EG12663	"b0652"	684530	685255	GLTL-MONOMER		
EG10590	"b3940"	4129835	4132267	ASPKINIIHOMOSERDEHYDROGII-MONOMER		
EG10998	"b0002"	337	2799	ASPKINIHOMOSERDEHYDROGI-MONOMER		
EG10088	"b3433"	3573775	3574878	ASP-SEMIALDEHYDE-DEHYDROGENASE-MONOMER		
EG10550	"b4024"	4231884	4233233	ASPKINIII-MONOMER		
EG11577	"b0073"	80867	81958	3-ISOPROPYLMALDEHYDROG-MONOMER		
EG11226	"b0074"	81958	83529	2-ISOPROPYLMALATESYN-MONOMER		
EG10540	"b3458"	3596451	3597560	LIVK-MONOMER		
EG11575	"b0071"	78848	79453	LEUD-MONOMER		
EG10497	"b3770"	3952484	3953413	BRANCHED-CHAINAMINOTRANSFER-MONOMER		
EG11576	"b0072"	79464	80864	LEUC-MONOMER		
EG10539	"b3460"	3598555	3599658	LIVJ-MONOMER		
EG10445	"b2022"	2093468	2094535	IMIDPHOSPHADEHYDHISTIDPHOSPHA-MONOMER		
EG10449	"b2019"	2090192	2091091	ATPPHOSRIBOSTRANS-MONOMER		
EG10446	"b2021"	2092398	2093468	HISTPHOSTRANS-MONOMER		
EG10450	"b2023"	2094535	2095125	GLUTAMIDOTRANS-MONOMER		
EG10447	"b2020"	2091097	2092401	HISTDEHYD-MONOMER		
EG10444	"b2024"	2095125	2095862	PRIBFAICARPISOM-MONOMER		
EG10451	"b2026"	2096614	2097225	HISTCYCLOPRATPPHOS		
EG10448	"b2025"	2095844	2096620	CYCLASE-MONOMER		
EG10581	"b4013"	4214280	4215209	HOMSUCTRAN-MONOMER		
EG10587	"b4019"	4223828	4227511	HOMOCYSMETB12-MONOMER		
EG10583	"b3008"	3152236	3153423	CYSTATHIONINE-BETA-LYASE-MONOMER		
EG10584	"b3829"	4013053	4015314	HOMOCYSMET-MONOMER		
EG11039	"b2600"	2738948	2740069	CHORISMUTPREPHENDEHYDROG-MONOMER		
EG11040	"b4054"	4267114	4268307	TYRB-MONOMER		
EG10707	"b2599"	2737745	2738905	CHORISMUTPREPHENDEHYDRAT-MONOMER		
EG10079	"b0754"	785633	786685	AROG-MONOMER		
EG10261	"b0593"	624885	626060	ENTC-MONOMER		
EG10259	"b0596"	628551	629297	ENTA-MONOMER		
EG12438	"b2263"	2376834	2377592	EG12438-MONOMER		
EG10370	"b2515"	2640686	2641804	EG10370-MONOMER		
EG11369	"b4039"	4252506	4253003	CHORPYRLY-MONOMER		
G6912	"b1686"	1765222	1765632	G6912-MONOMER		
EG12715	"b0173"	193521	194717	DXPREDISOM-MONOMER		
EG10508	"b0421"	440202	441101	FPPSYN-MONOMER		
G7423	"b2747"	2871780	2872490	G7423-MONOMER		
EG11333	"b2906"	3051115	3052317	EG11333-MONOMER		
EG11816	"b2746"	2871301	2871780	EG11816-MONOMER		
EG10017	"b3187"	3333710	3334681	OPPSYN-MONOMER		
EG11396	"b3843"	4024988	4026481	EG11396-MONOMER		
G7508	"b2889"	3033065	3033613	IPPISOM-MONOMER		
G6365	"b0662"	695101	696276	OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-MON		
EG11294	"b1208"	1262026	1262877	EG11294-MONOMER		
EG11587	"b3992"	4192821	4193576	THIF-MONOMER		
EG11574	"b0068"	74497	75480	SFUA-MONOMER		
M007	"b2104"	2184513	2185301	THZ-KIN-MONOMER		
G6246	"b0446"	467412	468230	G6246-MONOMER		
G6234	"b0417"	435634	436611	THI-P-KIN-MONOMER		
EG11589	"b3991"	4191865	4192635	THIG-MONOMER		
EG11585	"b3994"	4194204	4196099	THIC-MONOMER		
EG11572	"b0066"	72229	72927	SFUC-MONOMER		
G6566	"b1106"	1163260	1164084	THIKIN-MONOMER		
EG11590	"b3990"	4190735	4191868	THIH-MONOMER		
EG11586	"b3993"	4193569	4194204	THIE-MONOMER		
G7135	"b2103"	2183716	2184516	HMP-P-KIN-MONOMER		
G1		4192637	4192837	THIS-COSH-MONOMER // THIS-COAMP-MONOMER // THIS-MONOMER		
EG10004	"b3639"	3812731	3813951	EG10004-MONOMER		
EG11747	"b0131"	146314	146694	MONOMER0-1843 // MONOMER0-1842 // ASPDECARBOX-MONOMER		
EG11190	"b3634"	3809825	3810304	PANTEPADENYLYLTRAN-MONOMER		
EG12312	"b0103"	112599	113219	EG12312-MONOMER		
EG11675	"b0134"	148807	149601	3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-MONOMER		
G6239	"b0425"	443604	444515	2-DEHYDROPANTOATE-REDUCT-MONOMER		
EG11746	"b0133"	147944	148795	PANTOATE-BETA-ALANINE-LIG-MONOMER		
EG10922	"b3974"	4174076	4175026	PANTOTHENATE-KIN-MONOMER		
HS06361				HS06361-MONOMER		
G-3961				MONOMER-5262		
EG50011	"b3177"	3324063	3324911	H2PTEROATESYNTH-MONOMER		
EG11375	"b2153"	2242984	2243652	GTP-CYCLOHYDRO-I-MONOMER		
EG10683	"b1812"	1894805	1896166	PABASYN-COMPI-MONOMER		
G-3963				MONOMER-5322		
G-3701				MONOMER-4781		
EG11493	"b1096"	1153300	1154109	ADCLY-MONOMER		
EG11138	"b1865"	1948180	1948632	H2NEOPTERINP3PYROPHOSPHOHYDRO-MONOMER		
G-3721				MONOMER-4801		
EG11673	"b3058"	3204221	3204589	H2NEOPTERINALDOL-MONOMER		
EG11374	"b0142"	157253	157732	H2PTERIDINEPYROPHOSPHOKIN-MONOMER		
EG10682	"b3360"	3490266	3490829	PABASYN-COMPII-MONOMER		
EG11543	"b3997"	4197716	4198780	UROGENDECARBOX-MONOMER		
EG10431	"b0475"	498055	499017	PROTOHEME-FERROCHELAT-MONOMER		
EG10428	"b0369"	388753	389727	PORPHOBILSYNTH-MONOMER		
EG10188	"b3368"	3497828	3499201	SIROHEMESYN-MONOMER		
G7018	"b1858"	1942662	1943417	ZNUC-MONOMER		
EG11836	"b3867"	4052045	4053418	HEMN-MONOMER		
EG10432	"b0154"	173602	174882	GSAAMINOTRANS-MONOMER		
EG10429	"b3805"	3989825	3990766	OHMETHYLBILANESYN-MONOMER		
EG11485	"b3850"	4034608	4035153	PROTOPORGENOXI-MONOMER		
EG10430	"b3804"	3989088	3989828	UROGENIIISYN-MONOMER		
EG10427	"b1210"	1263714	1264970	GLUTRNAREDUCT-MONOMER		
EG12189	"b2436"	2553225	2554124	COPROGENOXI-MONOMER		
EG10119	"b0777"	811522	812277	EG10119-MONOMER		
EG10120	"b0778"	812270	812947	DETHIOBIOTIN-SYN-MONOMER		
EG10117	"b0774"	807968	809257	DAPASYN-MONOMER		
EG10124	"b3551"	3714061	3716394	EG10124-MONOMER		
EG10121	"b0776"	810381	811535	7KAPSYN-MONOMER		
EG10118	"b0775"	809344	810384	BIOTIN-SYN-MONOMER		
EG10122	"b3412"	3544074	3544844	EG10122-MONOMER		
EG11331	"b1277"	1338570	1339160	GTP-CYCLOHYDRO-II-MONOMER		
EG11202	"b3812"	3997183	3997899	EG11202-MONOMER		
EG11406	"b1662"	1742601	1743242	RIBOFLAVIN-SYN-MONOMER		
EG11321	"b0414"	433455	434558	RIBOFLAVINSYNDEAM-MONOMER		
EG10465	"b3041"	3183813	3184466	DIOHBUTANONEPSYN-MONOMER		
G6442	"b0844"	885316	886131	G6442-MONOMER		
EG11322	"b0415"	434647	435117	LUMAZINESYN-MONOMER		
EG11079	"b0025"	21407	22348	RIBF-MONOMER		
G0-9461	"b2320"	2436715	2437851	ERYTHRON4PDEHYDROG-MONOMER		
EG10693	"b2564"	2700998	2701729	PDXJ-MONOMER		
G6237	"b0420"	438315	440177	DXS-MONOMER		
EG12693	"b1813"	1896170	1896748	EG12693-MONOMER		
EG10691	"b0052"	52427	53416	PDXA-MONOMER		
EG11306	"b0628"	659251	660216	EG11306-MONOMER		
EG11591	"b0630"	661637	662278	EG11591-MONOMER		
EG11796	"b4386"	4623101	4624117	EG11796-MONOMER		
EG12150	"b1992"	2064479	2065222	COBS-MONOMER		
G6349	"b0638"	669296	669907	RIBAZOLEPHOSPHAT-MONOMER		
EG10128	"b1709"	1792809	1793558	BTUD-MONOMER		
G-7664				MONOMER-10025		
EG10419	"b2947"	3091878	3092828	GLUTATHIONE-SYN-MONOMER		
G-7744				MONOMER-10107		
G-7662				MONOMER-10022		
G-7663				MONOMER-10024		
EG10418	"b2688"	2814883	2816439	GLUTCYSLIG-MONOMER		
G-6321				MONOMER-8341		
G-6261				MONOMER-8262		
YOR209C		736436	737725	YOR209C-MONOMER		
EG10663	"b1740"	1822458	1823285	NAD-SYNTH-MONOMER		
G-6341				MONOMER-8361		
G-6301				MONOMER-8321		
EG12192	"b2615"	2750831	2751709	MONOMER0-541		
EG10742	"b0931"	989154	990356	NICOTINATEPRIBOSYLTRANS-MONOMER		
G6350	"b0639"	669931	670572	NICONUCADENYLYLTRAN-MONOMER		
EG10630	"b0750"	782085	783128	QUINOLINATE-SYNTHA-MONOMER		
G-6302				MONOMER-8322		
EG11546	"b0109"	117752	118645	QUINOPRIBOTRANS-MONOMER		
EG11135	"b1768"	1851887	1852528	NICOTINAMID-MONOMER		
G7409	"b2700"	2823849	2824346	G7409-MONOMER		
EG10631	"b2574"	2710420	2712042	L-ASPARTATE-OXID-MONOMER		
EG11598	"b0785"	819295	819747	EG11598-MONOMER		
EG11511	"b0009"	9306	9893	EG11511-MONOMER		
EG10152	"b0765"	796554	797612	MODC-MONOMER		
EG12427	"b0763"	795089	795862	MODA-MONOMER		
EG11666	"b0783"	818570	819055	EG11666-MONOMER		
EG11595	"b0781"	817044	818033	EG11595-MONOMER		
EG10153	"b0827"	865129	866364	EG10153-MONOMER		
G7496	"b2877"	3015160	3015738	G7496-MONOMER		
EG11829	"b3857"	4041415	4041999	EG11829-MONOMER		
EG11597	"b0784"	819048	819293	MONOMER0-4125 // EG11597-MONOMER		
EG10154	"b0826"	864380	865129	EG10154-MONOMER		
EG12294	"b3610"	3784191	3784442	OX-GLUTAREDOXIN-C // GRXC-MONOMER		
EG10417	"b0849"	890496	890753	GLUTAREDOXIN-MONOMER // RED-GLUTAREDOXIN		
EG12688	"b1064"	1123407	1124054	OX-GLUTAREDOXIN-B // GRXB-MONOMER		
EG11031		3965761	3966090	OX-THIOREDOXIN-MONOMER // RED-THIOREDOXIN-MONOMER		
EG11887	"b2582"	2718735	2719154	OX-THIOREDOXIN2-MONOMER // RED-THIOREDOXIN2-MONOMER		
EG10275	"b3255"	3405436	3405906	BCCP-MONOMER		
EG50003		1151615	1151851	TRANS-DELTA3-CIS-DELTA5-DODECENOYL-ACP // CIS-DELTA5-DODECENOYL-ACP // BETA-KETO-CIS-DELTA5-DODECENOYL-ACP // BETA-HYDROXY-CIS-DELTA5-DODECENOYL-ACP // CIS-DELTA3-DECENOYL-ACP // SUCC-ACP // R-3-HYDROXYPALMITOYL-ACP // MONOMER-4603 // MONOMER-4565 // BUT-2-ENOYL-ACP // 3R-3-HYDROXYOCTANOYL-ACP // 2-HEXADECENOYL-ACP // ACP-MONOMER // EG50003-MONOMER		
SCO5089		5532449	5532709	SCO5089-MONOMER		
EG11095	"b0404"	424337	424918	EG11095-MONOMER		
G7662	"b3197"	3341266	3342252	G7662-MONOMER		
EG10838	"b3619"	3793987	3794919	EG10838-MONOMER		
EG12267	"b3546"	3708784	3710475	EG12267-MONOMER		
EG10518	"b1215"	1268165	1269019	KDO-8PSYNTH-MONOMER		
EG10973	"b2708"	2829813	2830778	EG10973-MONOMER		
G6106	"b0222"	243543	244121	G6106-MONOMER		
EG10519	"b0918"	970852	971598	CPM-KDOSYNTH-MONOMER		
EG11736	"b0200"	222833	223408	EG11736-MONOMER		
G7590	"b3052"	3195320	3196753	G7590-MONOMER		
G7170	"b2257"	2370908	2372560	G7170-MONOMER		
G7167	"b2254"	2367071	2368039	G7167-MONOMER		
EG12180	"b0622"	656557	657117	EG12180-MONOMER		
EG11983	"b2034"	2105065	2106057	EG11983-MONOMER		
G5000				ARSA-MONOMER		
G0-10439	"b4513"	728732	728821	MONOMER0-12		
EG11159	"b2923"	3068173	3068808	YGGA-MONOMER		
EG11919	"b4020"	4227731	4229362	EG11919-MONOMER		
G6934	"b1729"	1810934	1812325	G6934-MONOMER		
EG11512	"b0010"	9928	10494	EG11512-MONOMER		
EG11639	"b1533"	1620238	1621137	EG11639-MONOMER		
EG12283	"b3579"	3746094	3747080	EG12283-MONOMER		
G7833	"b4141"	4369156	4370412	B4141-MONOMER		
G7503	"b4464"	3027121	3028488	G7504-MONOMER		
EG11724	"b3714"	3895272	3896609	EG11724-MONOMER		
EG10729	"b0241"	259045	260100	MONOMER0-282		
G6370	"b0681"	708334	709740	G6370-MONOMER		
EG10670	"b2215"	2311646	2312749	EG10670-MONOMER		
G6531	"b1024"	1089866	1092289	G6531-MONOMER		
EG10671	"b0929"	985894	986982	EG10671-MONOMER		
EG12331	"b0155"	175107	176528	YADQ-MONOMER		
G0-10241	"b4565"	4530255	4530533	MONOMER0-2121		
EG11791	"b2934"	3078887	3079330	CMTB-MONOMER		
EG12554	"b4302"	4527549	4527980	SGCA-MONOMER		
EG12322	"b0129"	144577	145017	AGAX-MONOMER		
EG11908	"b3949"	4142530	4143609	FRWC-MONOMER		
G-17780	"Z4493"			MONOMER-18276		
EG11792	"b2933"	3077471	3078859	CMTA-MONOMER		
EG12556	"b4304"	4528930	4530243	SGCC-MONOMER		
EG12494	"b4194"	4421393	4421698	YJFT-MONOMER		
G7856	"b4193"	4419980	4421377	SGAT-MONOMER		
G-17781	"ECs4018"			MONOMER-18277		
EG11863	"b3899"	4090915	4092366	FRVB-MONOMER		
EG12495	"b4195"	4421708	4422172	YJFU-MONOMER		
EG11324	"b2907"	3052340	3053518	OCTAPRENYL-METHOXYPHENOL-OH-MONOMER		
EG11143	"b2232"	2339567	2340289	DHHB-METHYLTRANSFER-MONOMER		
G6775	"b1478"	1552828	1553838	ADHP-MONOMER		
G-3904	"DSY2839"			MONOMER-5146		
G-3901				MONOMER-1922		
EG10579	"b2264"	2377589	2379259	MEND-MONOMER		
EG11473	"b3833"	4018855	4019610	2-OCTAPRENYL-METHOXY-BENZOQ-METH-MONOMER		
EG10653	"b3365"	3494011	3496554	NIRB-MONOMER		
G-3905				MONOMER-5147		
G-3902				MONOMER-5142		
EG12078	"b3479"	3617015	3617779	NIKD-MONOMER		
EG12362	"b2265"	2379348	2380643	MENF-MONOMER		
EG11532	"b2261"	2375000	2375962	O-SUCCINYLBENZOATE-COA-SYN-MONOMER		
EG10483	"b2726"	2850647	2850997	EG10483-MONOMER		
EG10655	"b3366"	3496551	3496877	NIRD-MONOMER		
G-3906				MONOMER-5150		
G-3903				MONOMER-5143		
EG12079	"b3480"	3617776	3618582	NIKE-MONOMER		
EG12437	"b2260"	2373648	2375003	O-SUCCINYLBENZOATE-COA-LIG-MONOMER		
EG11368	"b2262"	2375962	2376819	NAPHTHOATE-SYN-MONOMER		
EG10982	"b0729"	764180	765049	SUCCCOASYN-ALPHA		
EG10979	"b0726"	758706	761507	E1O-MONOMER		
HP0591		622510	623070	HP0591-MONOMER		
HP0588		620219	620560	HP0588-MONOMER		
EG10980	"b0727"	761522	762739	SUCB-DIHYDROLIPOATE // SUCB-S-SUCCINYLDIHYDROLIPOATE // SUCB-LIPOATE // E2O-MONOMER		
HP0691		741745	742443	HP0691-MONOMER		
HP0589		620560	621687	HP0589-MONOMER		
EG10402	"b0720"	753185	754468	CITSYN-MONOMER		
EG10356	"b1612"	1686731	1688377	FUMA-MONOMER		
EG10981	"b0728"	763014	764180	SUCCCOASYN-BETA		
HP0692		742440	743063	HP0692-MONOMER		
HP0590		621689	622510	HP0590-MONOMER		
EG10489	"b1136"	1195123	1196373	ISOCITDEH-SUBUNIT		
HP0086		90152	91504	HP0086-MONOMER		
EG11015	"b3919"	4110740	4111507	TPI-MONOMER		
G-9857				MONOMER-9165		
G-6661				MONOMER-8681		
G-3768				MONOMER-4886		
G7129	"b2097"	2177512	2178564	FRUCBISALD-CLASSI-MONOMER		
G-6662				MONOMER-8683		
EG50010	"b0356"	378462	379571	ADHC-MONOMER		
EG10357	"b4122"	4345680	4347326	FUMB-MONOMER		
EG10804	"b1676"	1755698	1757110	PKI-MONOMER		
EG10701	"b0903"	951272	953554	PYRUVFORMLY-MONOMER		
EG10031	"b1241"	1295446	1298121	ADHE-MONOMER		
EG10480	"b2719"	2843443	2844210	HYCG-MONOMER		
G592	"b1380"	1441854	1442843	DLACTDEHYDROGNAD-MONOMER		
EG10358	"b1611"	1685185	1686588	FUMC-MONOMER		
EG11168	"b3061"	3206463	3207374	TTDA-MONOMER		
EG10756	"b3956"	4150447	4153098	PEPCARBOX-MONOMER		
EG10478	"b2721"	2844762	2846471	HYCELARGE-MONOMER		
EG10475	"b2724"	2849238	2849849	HYCBSMALL-MONOMER		
EG11169	"b3062"	3207371	3207976	TTDB-MONOMER		
EG10803	"b1854"	1937649	1939091	PKII-MONOMER		
G-5301				MONOMER-6842		
G6397	"b0767"	798586	799581	6PGLUCONOLACT-MONOMER		
G-3206				MONOMER-4164		
EG10257	"b1851"	1932793	1934604	PGLUCONDEHYDRAT-MONOMER		
EG11569	"b0054"	54755	57109	EG11569-MONOMER		
EG10855	"b0641"	671605	672186	EG10855-MONOMER		
EG11253	"b0925"	981047	982894	EG11253-MONOMER		
G-5064				MONOMER-6564		
G7073	"b1990"	2062391	2063323	G7073-MONOMER		
